# water.dat

processed
700.0 -140.0 0.0 0.0 0.0 0.25 0.0	720.0 -140.0 0.0 0.0 0.0 0.25 0.0	700.0 0.0 0.0 0.0 0.0 0.25 0.0	720.0 0.0 0.0 0.0 0.0 0.25 0.0  1
600.0 -800.0 0.0 0.0 0.0 0.25 0.0	700.0 -800.0 0.0 0.0 0.0 0.25 0.0	600.0 0.0 0.0 0.0 0.0 0.25 0.0	700.0 0.0 0.0 0.0 0.0 0.25 0.0  1
1600.0 100.0 0.0 0.0 0.0 0.25 0.0	1800.0 100.0 0.0 0.0 0.0 0.25 0.0	1600.0 200.0 0.0 0.0 0.0 0.25 0.0	1800.0 200.0 0.0 0.0 0.0 0.25 0.0  1
1410.0 -200.0 0.0 0.0 0.0 0.25 0.0	1500.0 -200.0 0.0 0.0 0.0 0.25 0.0	1410.0 0.0 0.0 0.0 0.0 0.25 0.0	1500.0 0.0 0.0 0.0 0.0 0.25 0.0  1
-2400.0 -7.62939e-006 0.0 0.0 0.0 0.25 0.0	-2200.0 -7.62939e-006 0.0 0.0 0.0 0.25 0.0	-2400.0 196.0 0.0 0.0 0.0 0.25 0.0	-2200.0 196.0 0.0 0.0 0.0 0.25 0.0  1
-1218.0 64.0 0.0 0.0 0.0 0.25 0.0	-786.0 64.0 0.0 0.0 0.0 0.25 0.0	-1218.0 120.0 0.0 0.0 0.0 0.25 0.0	-786.0 120.0 0.0 0.0 0.0 0.25 0.0  1
-1024.0 -1.52588e-005 0.0 0.0 0.0 0.25 0.0	-632.0 -1.52588e-005 0.0 0.0 0.0 0.25 0.0	-1024.0 64.0 0.0 0.0 0.0 0.25 0.0	-632.0 64.0 0.0 0.0 0.0 0.25 0.0  1
-2400.0 -800.0 0.0 0.0 0.0 0.25 0.0	-2200.0 -800.0 0.0 0.0 0.0 0.25 0.0	-2400.0 0.0 0.0 0.0 0.0 0.25 0.0	-2200.0 0.0 0.0 0.0 0.0 0.25 0.0  1
234.0 130.0 0.0 0.0 0.0 0.25 0.0	254.0 130.0 0.0 0.0 0.0 0.25 0.0	234.0 142.0 0.0 0.0 0.0 0.25 0.0	254.0 142.0 0.0 0.0 0.0 0.25 0.0  1
-72.0 192.0 14.0 0.0 0.0 0.25 0.0	-68.0 192.0 14.0 0.0 0.0 0.25 0.0	-72.0 200.0 14.0 0.0 0.0 0.25 0.0	-68.0 200.0 14.0 0.0 0.0 0.25 0.0  1
1600.0 -3.05176e-005 -0.0001 0.0 0.0 0.25 0.0	2304.0 -3.05176e-005 -0.0001 0.0 0.0 0.25 0.0	1600.0 100.0 -0.0001 0.0 0.0 0.25 0.0	2304.0 100.0 -0.0001 0.0 0.0 0.25 0.0  1
1500.0 -400.0 0.0 0.0 0.0 0.25 0.0	1600.0 -400.0 0.0 0.0 0.0 0.25 0.0	1500.0 100.0 0.0 0.0 0.0 0.25 0.0	1600.0 100.0 0.0 0.0 0.0 0.25 0.0  1
1600.0 -800.0 -0.0001 0.0 0.0 0.25 0.0	2290.0 -800.0 -0.0001 0.0 0.0 0.25 0.0	1600.0 -6.10352e-005 -0.0001 0.0 0.0 0.25 0.0	2290.0 -6.10352e-005 -0.0001 0.0 0.0 0.25 0.0  1
312.0 -64.0 -0.0001 0.0 0.0 0.25 0.0	400.0 -64.0 -0.0001 0.0 0.0 0.25 0.0	312.0 32.0 -0.0001 0.0 0.0 0.25 0.0	400.0 32.0 -0.0001 0.0 0.0 0.25 0.0  1
2800.0 -800.0 0.0 0.0 0.0 0.25 0.0	3000.0 -800.0 0.0 0.0 0.0 0.25 0.0	2800.0 800.0 0.0 0.0 0.0 0.25 0.0	3000.0 800.0 0.0 0.0 0.0 0.25 0.0  1
-1100.0 -128.0 0.0 0.0 0.0 0.25 0.0	-800.0 -128.0 0.0 0.0 0.0 0.25 0.0	-1100.0 -1.52588e-005 0.0 0.0 0.0 0.25 0.0	-800.0 -1.52588e-005 0.0 0.0 0.0 0.25 0.0  1
524.0 -94.0 -0.0001 0.0 0.0 0.25 0.0	600.0 -94.0 -0.0001 0.0 0.0 0.25 0.0	524.0 34.0 -0.0001 0.0 0.0 0.25 0.0	600.0 34.0 -0.0001 0.0 0.0 0.25 0.0  1
-3000.0 -800.0 0.0 0.0 0.0 0.25 0.0	-2400.0 -800.0 0.0 0.0 0.0 0.25 0.0	-3000.0 2400.0 0.0 0.0 0.0 0.25 0.0	-2400.0 2400.0 0.0 0.0 0.0 0.25 0.0  1
-72.0 172.0 14.0 0.0 0.0 0.25 0.0	-68.0 172.0 14.0 0.0 0.0 0.25 0.0	-72.0 180.0 14.0 0.0 0.0 0.25 0.0	-68.0 180.0 14.0 0.0 0.0 0.25 0.0  1
1600.0 0.0 -9.91821e-005 0.0 0.0 0.25 0.0	1800.0 0.0 -9.91821e-005 0.0 0.0 0.25 0.0	1600.0 200.0 -9.91821e-005 0.0 0.0 0.25 0.0	1800.0 200.0 -9.91821e-005 0.0 0.0 0.25 0.0  1
2652.0 -6.10352e-005 -0.0002 0.0 0.0 0.25 0.0	2712.0 -6.10352e-005 -0.0002 0.0 0.0 0.25 0.0	2652.0 232.0 -0.0002 0.0 0.0 0.25 0.0	2712.0 232.0 -0.0002 0.0 0.0 0.25 0.0  1
2604.0 -6.10352e-005 -0.0001 0.0 0.0 0.25 0.0	2652.0 -6.10352e-005 -0.0001 0.0 0.0 0.25 0.0	2604.0 184.0 -0.0001 0.0 0.0 0.25 0.0	2652.0 184.0 -0.0001 0.0 0.0 0.25 0.0  1
2556.0 -6.10352e-005 -0.0003 0.0 0.0 0.25 0.0	2604.0 -6.10352e-005 -0.0003 0.0 0.0 0.25 0.0	2556.0 136.0 -0.0003 0.0 0.0 0.25 0.0	2604.0 136.0 -0.0003 0.0 0.0 0.25 0.0  1
2508.0 -6.10352e-005 -0.0003 0.0 0.0 0.25 0.0	2556.0 -6.10352e-005 -0.0003 0.0 0.0 0.25 0.0	2508.0 79.9999 -0.0003 0.0 0.0 0.25 0.0	2556.0 79.9999 -0.0003 0.0 0.0 0.25 0.0  1
2460.0 -6.10352e-005 -0.000400007 0.0 0.0 0.25 0.0	2508.0 -6.10352e-005 -0.000400007 0.0 0.0 0.25 0.0	2460.0 27.9999 -0.000400007 0.0 0.0 0.25 0.0	2508.0 27.9999 -0.000400007 0.0 0.0 0.25 0.0  1
-72.0 152.0 14.0 0.0 0.0 0.25 0.0	-68.0 152.0 14.0 0.0 0.0 0.25 0.0	-72.0 160.0 14.0 0.0 0.0 0.25 0.0	-68.0 160.0 14.0 0.0 0.0 0.25 0.0  1
2448.0 -140.0 -0.0001 0.0 0.0 0.25 0.0	2800.0 -140.0 -0.0001 0.0 0.0 0.25 0.0	2448.0 -6.10352e-005 -0.0001 0.0 0.0 0.25 0.0	2800.0 -6.10352e-005 -0.0001 0.0 0.0 0.25 0.0  1
2412.0 -140.0 -0.0002 0.0 0.0 0.25 0.0	2448.0 -140.0 -0.0002 0.0 0.0 0.25 0.0	2412.0 -28.0 -0.0002 0.0 0.0 0.25 0.0	2448.0 -28.0 -0.0002 0.0 0.0 0.25 0.0  1
18.0 -34.0 20.369 0.0 0.0 0.25 0.0	26.0 -34.0 20.369 0.0 0.0 0.25 0.0	18.0 -26.0 20.369 0.0 0.0 0.25 0.0	26.0 -26.0 20.369 0.0 0.0 0.25 0.0  1
32.0 110.0 14.4375 0.0 0.0 0.25 0.0	48.0 110.0 14.4375 0.0 0.0 0.25 0.0	32.0 126.0 14.4375 0.0 0.0 0.25 0.0	48.0 126.0 14.4375 0.0 0.0 0.25 0.0  1
-504.0 -8.0 0.0 0.0 0.0 0.25 0.0	-504.0 -8.0 0.0 0.0 0.0 0.25 0.0	-504.0 -8.0 0.0 0.0 0.0 0.25 0.0	-504.0 -8.0 0.0 0.0 0.0 0.25 0.0  1
-976.0 664.0 0.0001 0.0 0.0 0.25 0.0	-966.0 664.0 0.0001 0.0 0.0 0.25 0.0	-976.0 674.0 0.0001 0.0 0.0 0.25 0.0	-966.0 674.0 0.0001 0.0 0.0 0.25 0.0  1
-130.0 468.0 9.0 0.0 0.0 0.25 0.0	-118.0 468.0 9.0 0.0 0.0 0.25 0.0	-130.0 476.0 9.0 0.0 0.0 0.25 0.0	-118.0 476.0 9.0 0.0 0.0 0.25 0.0  1
-126.0 470.0 10.0 0.0 0.0 0.25 0.0	-122.0 470.0 10.0 0.0 0.0 0.25 0.0	-126.0 474.0 10.0 0.0 0.0 0.25 0.0	-122.0 474.0 10.0 0.0 0.0 0.25 0.0  1
2400.0 800.0 0.0 0.0 0.0 0.25 0.0	3000.0 800.0 0.0 0.0 0.0 0.25 0.0	2400.0 3000.0 0.0 0.0 0.0 0.25 0.0	3000.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
-3000.0 2400.0 0.0 0.0 0.0 0.25 0.0	2400.0 2400.0 0.0 0.0 0.0 0.25 0.0	-3000.0 3000.0 0.0 0.0 0.0 0.25 0.0	2400.0 3000.0 0.0 0.0 0.0 0.25 0.0  1
2000.0 1200.0 0.0 0.0 0.0 0.25 0.0	2400.0 1200.0 0.0 0.0 0.0 0.25 0.0	2000.0 2400.0 0.0 0.0 0.0 0.25 0.0	2400.0 2400.0 0.0 0.0 0.0 0.25 0.0  1
664.0 620.0 0.0 0.0 0.0 0.25 0.0	800.0 620.0 0.0 0.0 0.0 0.25 0.0	664.0 1260.0 0.0 0.0 0.0 0.25 0.0	800.0 1260.0 0.0 0.0 0.0 0.25 0.0  1
200.0 796.0 0.0 0.0 0.0 0.25 0.0	400.0 796.0 0.0 0.0 0.0 0.25 0.0	200.0 1204.0 0.0 0.0 0.0 0.25 0.0	400.0 1204.0 0.0 0.0 0.0 0.25 0.0  1
800.0 1000.0 0.0 0.0 0.0 0.25 0.0	1600.0 1000.0 0.0 0.0 0.0 0.25 0.0	800.0 1200.0 0.0 0.0 0.0 0.25 0.0	1600.0 1200.0 0.0 0.0 0.0 0.25 0.0  1
800.0 1200.0 0.0 0.0 0.0 0.25 0.0	2000.0 1200.0 0.0 0.0 0.0 0.25 0.0	800.0 1400.0 0.0 0.0 0.0 0.25 0.0	2000.0 1400.0 0.0 0.0 0.0 0.25 0.0  1
1800.0 1000.0 0.0 0.0 0.0 0.25 0.0	2400.0 1000.0 0.0 0.0 0.0 0.25 0.0	1800.0 1200.0 0.0 0.0 0.0 0.25 0.0	2400.0 1200.0 0.0 0.0 0.0 0.25 0.0  1
1600.0 1400.0 0.0 0.0 0.0 0.25 0.0	2000.0 1400.0 0.0 0.0 0.0 0.25 0.0	1600.0 2400.0 0.0 0.0 0.0 0.25 0.0	2000.0 2400.0 0.0 0.0 0.0 0.25 0.0  1
112.0 1400.0 -0.0001 0.0 0.0 0.25 0.0	300.0 1400.0 -0.0001 0.0 0.0 0.25 0.0	112.0 2000.0 -0.0001 0.0 0.0 0.25 0.0	300.0 2000.0 -0.0001 0.0 0.0 0.25 0.0  1
400.0 2200.0 0.0 0.0 0.0 0.25 0.0	1600.0 2200.0 0.0 0.0 0.0 0.25 0.0	400.0 2400.0 0.0 0.0 0.0 0.25 0.0	1600.0 2400.0 0.0 0.0 0.0 0.25 0.0  1
2316.0 864.0 0.0 0.0 0.0 0.25 0.0	2400.0 864.0 0.0 0.0 0.0 0.25 0.0	2316.0 1000.0 0.0 0.0 0.0 0.25 0.0	2400.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
-1600.0 2000.0 0.0 0.0 0.0 0.25 0.0	400.0 2000.0 0.0 0.0 0.0 0.25 0.0	-1600.0 2400.0 0.0 0.0 0.0 0.25 0.0	400.0 2400.0 0.0 0.0 0.0 0.25 0.0  1
-600.0 1786.0 0.0003 0.0 0.0 0.25 0.0	-428.0 1786.0 0.0003 0.0 0.0 0.25 0.0	-600.0 2000.0 0.0003 0.0 0.0 0.25 0.0	-428.0 2000.0 0.0003 0.0 0.0 0.25 0.0  1
96.0 1304.0 -0.0001 0.0 0.0 0.25 0.0	400.0 1304.0 -0.0001 0.0 0.0 0.25 0.0	96.0 1400.0 -0.0001 0.0 0.0 0.25 0.0	400.0 1400.0 -0.0001 0.0 0.0 0.25 0.0  1
458.0 1884.0 23.0 0.0 0.0 0.25 0.0	598.0 1884.0 23.0 0.0 0.0 0.25 0.0	458.0 1948.0 23.0 0.0 0.0 0.25 0.0	598.0 1948.0 23.0 0.0 0.0 0.25 0.0  1
600.0 2000.0 0.0 0.0 0.0 0.25 0.0	1600.0 2000.0 0.0 0.0 0.0 0.25 0.0	600.0 2200.0 0.0 0.0 0.0 0.25 0.0	1600.0 2200.0 0.0 0.0 0.0 0.25 0.0  1
840.0 1400.0 0.0 0.0 0.0 0.25 0.0	1200.0 1400.0 0.0 0.0 0.0 0.25 0.0	840.0 1500.0 0.0 0.0 0.0 0.25 0.0	1200.0 1500.0 0.0 0.0 0.0 0.25 0.0  1
1600.0 1064.0 0.0001 0.0 0.0 0.25 0.0	1800.0 1064.0 0.0001 0.0 0.0 0.25 0.0	1600.0 1200.0 0.0001 0.0 0.0 0.25 0.0	1800.0 1200.0 0.0001 0.0 0.0 0.25 0.0  1
1450.0 528.0 27.9795 0.0 0.0 0.25 0.0	1530.0 528.0 27.9795 0.0 0.0 0.25 0.0	1450.0 600.0 27.9795 0.0 0.0 0.25 0.0	1530.0 600.0 27.9795 0.0 0.0 0.25 0.0  1
-600.0 1598.0 0.0002 0.0 0.0 0.25 0.0	-520.0 1598.0 0.0002 0.0 0.0 0.25 0.0	-600.0 1786.0 0.0002 0.0 0.0 0.25 0.0	-520.0 1786.0 0.0002 0.0 0.0 0.25 0.0  1
-600.0 1398.0 0.0002 0.0 0.0 0.25 0.0	-550.0 1398.0 0.0002 0.0 0.0 0.25 0.0	-600.0 1598.0 0.0002 0.0 0.0 0.25 0.0	-550.0 1598.0 0.0002 0.0 0.0 0.25 0.0  1
-364.0 1750.0 0.0004 0.0 0.0 0.25 0.0	112.0 1750.0 0.0004 0.0 0.0 0.25 0.0	-364.0 2002.0 0.0004 0.0 0.0 0.25 0.0	112.0 2002.0 0.0004 0.0 0.0 0.25 0.0  1
-68.0 1650.0 0.0005 0.0 0.0 0.25 0.0	112.0 1650.0 0.0005 0.0 0.0 0.25 0.0	-68.0 1750.0 0.0005 0.0 0.0 0.25 0.0	112.0 1750.0 0.0005 0.0 0.0 0.25 0.0  1
168.0 496.0 0.0001 0.0 0.0 0.25 0.0	400.0 496.0 0.0001 0.0 0.0 0.25 0.0	168.0 796.0 0.0001 0.0 0.0 0.25 0.0	400.0 796.0 0.0001 0.0 0.0 0.25 0.0  1
-1172.0 1682.0 35.3427 0.0 0.0 0.25 0.0	-1148.0 1682.0 35.3427 0.0 0.0 0.25 0.0	-1172.0 1698.0 35.3427 0.0 0.0 0.25 0.0	-1148.0 1698.0 35.3427 0.0 0.0 0.25 0.0  1
-624.0 374.0 0.0003 0.0 0.0 0.25 0.0	-580.0 374.0 0.0003 0.0 0.0 0.25 0.0	-624.0 454.0 0.0003 0.0 0.0 0.25 0.0	-580.0 454.0 0.0003 0.0 0.0 0.25 0.0  1
-2400.0 1136.0 0.0 0.0 0.0 0.25 0.0	-1600.0 1136.0 0.0 0.0 0.0 0.25 0.0	-2400.0 2400.0 0.0 0.0 0.0 0.25 0.0	-1600.0 2400.0 0.0 0.0 0.0 0.25 0.0  1
-1600.0 1800.0 0.0 0.0 0.0 0.25 0.0	-1296.0 1800.0 0.0 0.0 0.0 0.25 0.0	-1600.0 2000.0 0.0 0.0 0.0 0.25 0.0	-1296.0 2000.0 0.0 0.0 0.0 0.25 0.0  1
-816.0 798.0 0.0004 0.0 0.0 0.25 0.0	-776.0 798.0 0.0004 0.0 0.0 0.25 0.0	-816.0 998.0 0.0004 0.0 0.0 0.25 0.0	-776.0 998.0 0.0004 0.0 0.0 0.25 0.0  1
-2400.0 580.0 0.0 0.0 0.0 0.25 0.0	-1800.0 580.0 0.0 0.0 0.0 0.25 0.0	-2400.0 800.0 0.0 0.0 0.0 0.25 0.0	-1800.0 800.0 0.0 0.0 0.0 0.25 0.0  1
800.0 600.0 0.0 0.0 0.0 0.25 0.0	832.0 600.0 0.0 0.0 0.0 0.25 0.0	800.0 1000.0 0.0 0.0 0.0 0.25 0.0	832.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
832.0 840.0 0.0 0.0 0.0 0.25 0.0	1000.0 840.0 0.0 0.0 0.0 0.25 0.0	832.0 1000.0 0.0 0.0 0.0 0.25 0.0	1000.0 1000.0 0.0 0.0 0.0 0.25 0.0  1
880.0 722.0 9.69531 0.0 0.0 0.25 0.0	912.0 722.0 9.69531 0.0 0.0 0.25 0.0	880.0 774.0 9.69531 0.0 0.0 0.25 0.0	912.0 774.0 9.69531 0.0 0.0 0.25 0.0  1
910.0 702.0 9.0 0.0 0.0 0.25 0.0	914.0 702.0 9.0 0.0 0.0 0.25 0.0	910.0 718.0 9.0 0.0 0.0 0.25 0.0	914.0 718.0 9.0 0.0 0.0 0.25 0.0  1
874.0 710.0 9.0 0.0 0.0 0.25 0.0	878.0 710.0 9.0 0.0 0.0 0.25 0.0	874.0 718.0 9.0 0.0 0.0 0.25 0.0	878.0 718.0 9.0 0.0 0.0 0.25 0.0  1
878.0 698.0 9.0 0.0 0.0 0.25 0.0	882.0 698.0 9.0 0.0 0.0 0.25 0.0	878.0 718.0 9.0 0.0 0.0 0.25 0.0	882.0 718.0 9.0 0.0 0.0 0.25 0.0  1
882.0 694.0 9.0 0.0 0.0 0.25 0.0	890.0 694.0 9.0 0.0 0.0 0.25 0.0	882.0 718.0 9.0 0.0 0.0 0.25 0.0	890.0 718.0 9.0 0.0 0.0 0.25 0.0  1
890.0 690.0 9.0 0.0 0.0 0.25 0.0	902.0 690.0 9.0 0.0 0.0 0.25 0.0	890.0 718.0 9.0 0.0 0.0 0.25 0.0	902.0 718.0 9.0 0.0 0.0 0.25 0.0  1
902.0 694.0 9.0 0.0 0.0 0.25 0.0	910.0 694.0 9.0 0.0 0.0 0.25 0.0	902.0 718.0 9.0 0.0 0.0 0.25 0.0	910.0 718.0 9.0 0.0 0.0 0.25 0.0  1
-2400.0 480.0 0.0 0.0 0.0 0.25 0.0	-1856.0 480.0 0.0 0.0 0.0 0.25 0.0	-2400.0 580.0 0.0 0.0 0.0 0.25 0.0	-1856.0 580.0 0.0 0.0 0.0 0.25 0.0  1
-2400.0 256.0 0.0 0.0 0.0 0.25 0.0	-2052.0 256.0 0.0 0.0 0.0 0.25 0.0	-2400.0 360.0 0.0 0.0 0.0 0.25 0.0	-2052.0 360.0 0.0 0.0 0.0 0.25 0.0  1
-2400.0 228.0 0.0 0.0 0.0 0.25 0.0	-2112.0 228.0 0.0 0.0 0.0 0.25 0.0	-2400.0 256.0 0.0 0.0 0.0 0.25 0.0	-2112.0 256.0 0.0 0.0 0.0 0.25 0.0  1
-820.0 998.0 0.0005 0.0 0.0 0.25 0.0	-776.0 998.0 0.0005 0.0 0.0 0.25 0.0	-820.0 1042.0 0.0005 0.0 0.0 0.25 0.0	-776.0 1042.0 0.0005 0.0 0.0 0.25 0.0  1
-1006.0 508.0 0.0001 0.0 0.0 0.25 0.0	-966.0 508.0 0.0001 0.0 0.0 0.25 0.0	-1006.0 664.0 0.0001 0.0 0.0 0.25 0.0	-966.0 664.0 0.0001 0.0 0.0 0.25 0.0  1
-1050.0 508.0 0.0002 0.0 0.0 0.25 0.0	-1006.0 508.0 0.0002 0.0 0.0 0.25 0.0	-1050.0 592.0 0.0002 0.0 0.0 0.25 0.0	-1006.0 592.0 0.0002 0.0 0.0 0.25 0.0  1
-1800.0 760.0 0.0 0.0 0.0 0.25 0.0	-1760.0 760.0 0.0 0.0 0.0 0.25 0.0	-1800.0 800.0 0.0 0.0 0.0 0.25 0.0	-1760.0 800.0 0.0 0.0 0.0 0.25 0.0  1
-2400.0 800.0 0.0 0.0 0.0 0.25 0.0	-1860.0 800.0 0.0 0.0 0.0 0.25 0.0	-2400.0 1136.0 0.0 0.0 0.0 0.25 0.0	-1860.0 1136.0 0.0 0.0 0.0 0.25 0.0  1
-1860.0 948.0 0.0 0.0 0.0 0.25 0.0	-1660.0 948.0 0.0 0.0 0.0 0.25 0.0	-1860.0 1136.0 0.0 0.0 0.0 0.25 0.0	-1660.0 1136.0 0.0 0.0 0.0 0.25 0.0  1
-2400.0 360.0 0.0 0.0 0.0 0.25 0.0	-1936.0 360.0 0.0 0.0 0.0 0.25 0.0	-2400.0 480.0 0.0 0.0 0.0 0.25 0.0	-1936.0 480.0 0.0 0.0 0.0 0.25 0.0  1
-1114.0 194.0 0.0001 0.0 0.0 0.25 0.0	-786.0 194.0 0.0001 0.0 0.0 0.25 0.0	-1114.0 258.0 0.0001 0.0 0.0 0.25 0.0	-786.0 258.0 0.0001 0.0 0.0 0.25 0.0  1
-926.0 258.0 0.0001 0.0 0.0 0.25 0.0	-786.0 258.0 0.0001 0.0 0.0 0.25 0.0	-926.0 360.0 0.0001 0.0 0.0 0.25 0.0	-786.0 360.0 0.0001 0.0 0.0 0.25 0.0  1
-1098.0 360.0 0.0001 0.0 0.0 0.25 0.0	-786.0 360.0 0.0001 0.0 0.0 0.25 0.0	-1098.0 428.0 0.0001 0.0 0.0 0.25 0.0	-786.0 428.0 0.0001 0.0 0.0 0.25 0.0  1
-942.0 428.0 0.0 0.0 0.0 0.25 0.0	-786.0 428.0 0.0 0.0 0.0 0.25 0.0	-942.0 472.0 0.0 0.0 0.0 0.25 0.0	-786.0 472.0 0.0 0.0 0.0 0.25 0.0  1
-1046.0 472.0 0.0 0.0 0.0 0.25 0.0	-786.0 472.0 0.0 0.0 0.0 0.25 0.0	-1046.0 508.0 0.0 0.0 0.0 0.25 0.0	-786.0 508.0 0.0 0.0 0.0 0.25 0.0  1
300.0 1900.0 0.0 0.0 0.0 0.25 0.0	350.0 1900.0 0.0 0.0 0.0 0.25 0.0	300.0 2000.0 0.0 0.0 0.0 0.25 0.0	350.0 2000.0 0.0 0.0 0.0 0.25 0.0  1
300.0 1400.0 0.0 0.0 0.0 0.25 0.0	328.0 1400.0 0.0 0.0 0.0 0.25 0.0	300.0 1480.0 0.0 0.0 0.0 0.25 0.0	328.0 1480.0 0.0 0.0 0.0 0.25 0.0  1
1300.0 1900.0 0.0 0.0 0.0 0.25 0.0	1600.0 1900.0 0.0 0.0 0.0 0.25 0.0	1300.0 2000.0 0.0 0.0 0.0 0.25 0.0	1600.0 2000.0 0.0 0.0 0.0 0.25 0.0  1
1400.0 1800.0 0.0 0.0 0.0 0.25 0.0	1600.0 1800.0 0.0 0.0 0.0 0.25 0.0	1400.0 1900.0 0.0 0.0 0.0 0.25 0.0	1600.0 1900.0 0.0 0.0 0.0 0.25 0.0  1
1300.0 1400.0 0.0 0.0 0.0 0.25 0.0	1600.0 1400.0 0.0 0.0 0.0 0.25 0.0	1300.0 1600.0 0.0 0.0 0.0 0.25 0.0	1600.0 1600.0 0.0 0.0 0.0 0.25 0.0  1
1376.0 1850.0 0.0 0.0 0.0 0.25 0.0	1400.0 1850.0 0.0 0.0 0.0 0.25 0.0	1376.0 1900.0 0.0 0.0 0.0 0.25 0.0	1400.0 1900.0 0.0 0.0 0.0 0.25 0.0  1
400.0 2040.0 0.0 0.0 0.0 0.25 0.0	600.0 2040.0 0.0 0.0 0.0 0.25 0.0	400.0 2200.0 0.0 0.0 0.0 0.25 0.0	600.0 2200.0 0.0 0.0 0.0 0.25 0.0  1
680.0 1260.0 0.0 0.0 0.0 0.25 0.0	800.0 1260.0 0.0 0.0 0.0 0.25 0.0	680.0 1290.0 0.0 0.0 0.0 0.25 0.0	800.0 1290.0 0.0 0.0 0.0 0.25 0.0  1
-966.0 508.0 0.0 0.0 0.0 0.25 0.0	-786.0 508.0 0.0 0.0 0.0 0.25 0.0	-966.0 766.0 0.0 0.0 0.0 0.25 0.0	-786.0 766.0 0.0 0.0 0.0 0.25 0.0  1
-844.0 766.0 0.0004 0.0 0.0 0.25 0.0	-632.0 766.0 0.0004 0.0 0.0 0.25 0.0	-844.0 798.0 0.0004 0.0 0.0 0.25 0.0	-632.0 798.0 0.0004 0.0 0.0 0.25 0.0  1
-1434.0 1476.0 24.4097 0.0 0.0 0.25 0.0	-1414.0 1476.0 24.4097 0.0 0.0 0.25 0.0	-1434.0 1508.0 24.4097 0.0 0.0 0.25 0.0	-1414.0 1508.0 24.4097 0.0 0.0 0.25 0.0  1
-1338.0 1498.0 18.6081 0.0 0.0 0.25 0.0	-1318.0 1498.0 18.6081 0.0 0.0 0.25 0.0	-1338.0 1534.0 18.6081 0.0 0.0 0.25 0.0	-1318.0 1534.0 18.6081 0.0 0.0 0.25 0.0  1
-1600.0 1560.0 0.0 0.0 0.0 0.25 0.0	-1400.0 1560.0 0.0 0.0 0.0 0.25 0.0	-1600.0 1800.0 0.0 0.0 0.0 0.25 0.0	-1400.0 1800.0 0.0 0.0 0.0 0.25 0.0  1
-1600.0 1400.0 0.0 0.0 0.0 0.25 0.0	-1444.0 1400.0 0.0 0.0 0.0 0.25 0.0	-1600.0 1560.0 0.0 0.0 0.0 0.25 0.0	-1444.0 1560.0 0.0 0.0 0.0 0.25 0.0  1
-1600.0 1136.0 0.0 0.0 0.0 0.25 0.0	-1500.0 1136.0 0.0 0.0 0.0 0.25 0.0	-1600.0 1400.0 0.0 0.0 0.0 0.25 0.0	-1500.0 1400.0 0.0 0.0 0.0 0.25 0.0  1
-20.0 1524.0 -0.0001 0.0 0.0 0.25 0.0	112.0 1524.0 -0.0001 0.0 0.0 0.25 0.0	-20.0 1652.0 -0.0001 0.0 0.0 0.25 0.0	112.0 1652.0 -0.0001 0.0 0.0 0.25 0.0  1
140.0 1204.0 -0.0001 0.0 0.0 0.25 0.0	400.0 1204.0 -0.0001 0.0 0.0 0.25 0.0	140.0 1304.0 -0.0001 0.0 0.0 0.25 0.0	400.0 1304.0 -0.0001 0.0 0.0 0.25 0.0  1
-232.0 980.0 4.0 0.0 0.0 0.25 0.0	-112.0 980.0 4.0 0.0 0.0 0.25 0.0	-232.0 1116.0 4.0 0.0 0.0 0.25 0.0	-112.0 1116.0 4.0 0.0 0.0 0.25 0.0  1
-238.0 892.0 4.0 0.0 0.0 0.25 0.0	-194.0 892.0 4.0 0.0 0.0 0.25 0.0	-238.0 980.0 4.0 0.0 0.0 0.25 0.0	-194.0 980.0 4.0 0.0 0.0 0.25 0.0  1
-282.0 788.0 4.0 0.0 0.0 0.25 0.0	-190.0 788.0 4.0 0.0 0.0 0.25 0.0	-282.0 892.0 4.0 0.0 0.0 0.25 0.0	-190.0 892.0 4.0 0.0 0.0 0.25 0.0  1
-250.0 752.0 6.0 0.0 0.0 0.25 0.0	-222.0 752.0 6.0 0.0 0.0 0.25 0.0	-250.0 784.0 6.0 0.0 0.0 0.25 0.0	-222.0 784.0 6.0 0.0 0.0 0.25 0.0  1
532.0 310.0 0.0001 0.0 0.0 0.25 0.0	740.0 310.0 0.0001 0.0 0.0 0.25 0.0	532.0 378.0 0.0001 0.0 0.0 0.25 0.0	740.0 378.0 0.0001 0.0 0.0 0.25 0.0  1
740.0 310.0 0.0 0.0 0.0 0.25 0.0	770.0 310.0 0.0 0.0 0.0 0.25 0.0	740.0 350.0 0.0 0.0 0.0 0.25 0.0	770.0 350.0 0.0 0.0 0.0 0.25 0.0  1
740.0 350.0 0.0 0.0 0.0 0.25 0.0	780.0 350.0 0.0 0.0 0.0 0.25 0.0	740.0 370.0 0.0 0.0 0.0 0.25 0.0	780.0 370.0 0.0 0.0 0.0 0.25 0.0  1
740.0 370.0 0.0 0.0 0.0 0.25 0.0	770.0 370.0 0.0 0.0 0.0 0.25 0.0	740.0 410.0 0.0 0.0 0.0 0.25 0.0	770.0 410.0 0.0 0.0 0.0 0.25 0.0  1
